VTX,IDX,POSITION.x,POSITION.y,POSITION.z,POSITION.w,TEXCOORD0.x,TEXCOORD0.y,NORMAL.x,NORMAL.y,NORMAL.z,NORMAL.w,TANGENT.x,TANGENT.y,TANGENT.z,TANGENT.w,COLOR.x,COLOR.y,COLOR.z,COLOR.w,TEXCOORD1.x,TEXCOORD1.y,INSTANCE_TRANSFORM0.x,INSTANCE_TRANSFORM0.y,INSTANCE_TRANSFORM0.z,INSTANCE_TRANSFORM0.w,INSTANCE_TRANSFORM1.x,INSTANCE_TRANSFORM1.y,INSTANCE_TRANSFORM1.z,INSTANCE_TRANSFORM1.w,INSTANCE_TRANSFORM2.x,INSTANCE_TRANSFORM2.y,INSTANCE_TRANSFORM2.z,INSTANCE_TRANSFORM2.w,INSTANCE_LOD_PARAMS.x,INSTANCE_LOD_PARAMS.y,INSTANCE_LOD_PARAMS.z,INSTANCE_LOD_PARAMS.w,INSTANCE_TRANSFORM_PREV0.x,INSTANCE_TRANSFORM_PREV0.y,INSTANCE_TRANSFORM_PREV0.z,INSTANCE_TRANSFORM_PREV0.w,INSTANCE_TRANSFORM_PREV1.x,INSTANCE_TRANSFORM_PREV1.y,INSTANCE_TRANSFORM_PREV1.z,INSTANCE_TRANSFORM_PREV1.w,INSTANCE_TRANSFORM_PREV2.x,INSTANCE_TRANSFORM_PREV2.y,INSTANCE_TRANSFORM_PREV2.z,INSTANCE_TRANSFORM_PREV2.w
1013,618,0.61425,0.88357,0.47004,1.00,5.33203,-0.43237,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.02745,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1014,680,0.55448,0.88363,0.36901,1.00,4.98828,-0.02724,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1015,679,0.5353,0.88365,0.38636,1.00,4.87891,-0.0968,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1016,618,0.61425,0.88357,0.47004,1.00,5.33203,-0.43237,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.02745,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1017,681,0.57623,0.8836,0.34031,1.00,5.11328,0.08783,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1018,680,0.55448,0.88363,0.36901,1.00,4.98828,-0.02724,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1019,618,0.61425,0.88357,0.47004,1.00,5.33203,-0.43237,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.02745,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1020,682,0.59133,0.88359,0.30947,1.00,5.19922,0.21143,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.69804,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1021,681,0.57623,0.8836,0.34031,1.00,5.11328,0.08783,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1022,618,0.61425,0.88357,0.47004,1.00,5.33203,-0.43237,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.02745,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1023,618,0.61425,0.88357,0.47004,1.00,5.33203,-0.43237,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.02745,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1024,619,0.61425,0.88357,0.58474,1.00,5.33203,-0.89209,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.06275,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1025,617,0.66479,0.88351,0.58474,1.00,5.62109,-0.89209,0.28739,0.04692,0.49951,0.33333,0.98338,0.37243,0.49951,0.00,1.00,0.00392,0.53725,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1026,683,0.59876,0.88359,0.27985,1.00,5.24219,0.33008,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.54118,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1027,682,0.59133,0.88359,0.30947,1.00,5.19922,0.21143,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.69804,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1028,618,0.61425,0.88357,0.47004,1.00,5.33203,-0.43237,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.02745,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1029,617,0.66479,0.88351,0.58474,1.00,5.62109,-0.89209,0.28739,0.04692,0.49951,0.33333,0.98338,0.37243,0.49951,0.00,1.00,0.00392,0.53725,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1030,616,0.66479,0.88351,0.47004,1.00,5.62109,-0.43237,0.28739,0.04692,0.49951,0.33333,0.9609,0.30792,0.49951,0.00,1.00,0.04314,0.76863,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1031,618,0.61425,0.88357,0.47004,1.00,5.33203,-0.43237,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.02745,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1032,616,0.66479,0.88351,0.47004,1.00,5.62109,-0.43237,0.28739,0.04692,0.49951,0.33333,0.9609,0.30792,0.49951,0.00,1.00,0.04314,0.76863,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1033,617,0.66479,0.88351,0.58474,1.00,5.62109,-0.89209,0.28739,0.04692,0.49951,0.33333,0.98338,0.37243,0.49951,0.00,1.00,0.00392,0.53725,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1034,615,0.70895,0.83899,0.58474,1.00,5.97656,-0.89209,0.14565,0.14663,0.49951,0.33333,0.85239,0.14565,0.49951,0.00,1.00,0.03137,0.69804,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1035,615,0.70895,0.83899,0.58474,1.00,5.97656,-0.89209,0.14565,0.14663,0.49951,0.33333,0.85239,0.14565,0.49951,0.00,1.00,0.03137,0.69804,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1036,564,0.70895,0.83899,0.47004,1.00,5.97656,-0.43237,0.14565,0.14663,0.49951,0.33333,0.85239,0.14565,0.49951,0.00,1.00,0.01961,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1037,616,0.66479,0.88351,0.47004,1.00,5.62109,-0.43237,0.28739,0.04692,0.49951,0.33333,0.9609,0.30792,0.49951,0.00,1.00,0.04314,0.76863,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1038,658,0.61425,0.88357,0.20609,1.00,5.33203,0.62598,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1039,683,0.59876,0.88359,0.27985,1.00,5.24219,0.33008,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.54118,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1040,618,0.61425,0.88357,0.47004,1.00,5.33203,-0.43237,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.02745,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1041,658,0.61425,0.88357,0.20609,1.00,5.33203,0.62598,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1042,660,0.59872,0.88359,0.20609,1.00,5.24219,0.62598,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1043,683,0.59876,0.88359,0.27985,1.00,5.24219,0.33008,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.54118,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1044,658,0.61425,0.88357,0.20609,1.00,5.33203,0.62598,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1045,618,0.61425,0.88357,0.47004,1.00,5.33203,-0.43237,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.02745,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1046,677,0.66479,0.88351,0.47004,1.00,5.62109,-0.43237,0.28739,0.04692,0.49951,0.33333,0.9609,0.30792,0.49951,0.00,1.00,0.05882,0.76863,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1047,659,0.59866,0.88359,0.06784,1.00,5.24219,1.17969,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.0549,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1048,660,0.59872,0.88359,0.20609,1.00,5.24219,0.62598,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1049,658,0.61425,0.88357,0.20609,1.00,5.33203,0.62598,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1050,564,0.70895,0.83899,0.47004,1.00,5.97656,-0.43237,0.14565,0.14663,0.49951,0.33333,0.85239,0.14565,0.49951,0.00,1.00,0.01961,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1051,615,0.70895,0.83899,0.58474,1.00,5.97656,-0.89209,0.14565,0.14663,0.49951,0.33333,0.85239,0.14565,0.49951,0.00,1.00,0.03137,0.69804,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1052,556,0.78773,0.75956,0.58474,1.00,6.61719,-0.89209,0.14565,0.14663,0.49951,0.33333,0.85239,0.14565,0.49951,0.00,1.00,0.06275,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1053,658,0.61425,0.88357,0.20609,1.00,5.33203,0.62598,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1054,657,0.61425,0.88357,0.06784,1.00,5.33203,1.17969,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1055,659,0.59866,0.88359,0.06784,1.00,5.24219,1.17969,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.0549,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1056,674,0.59864,0.88359,0.03346,1.00,5.24219,1.31836,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.06275,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1057,659,0.59866,0.88359,0.06784,1.00,5.24219,1.17969,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.0549,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1058,657,0.61425,0.88357,0.06784,1.00,5.33203,1.17969,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1059,657,0.61425,0.88357,0.06784,1.00,5.33203,1.17969,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1060,673,0.61425,0.88357,0.03346,1.00,5.32813,1.31836,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.02353,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1061,674,0.59864,0.88359,0.03346,1.00,5.24219,1.31836,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.06275,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1062,677,0.66479,0.88351,0.47004,1.00,5.62109,-0.43237,0.28739,0.04692,0.49951,0.33333,0.9609,0.30792,0.49951,0.00,1.00,0.05882,0.76863,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1063,654,0.66479,0.88351,0.20609,1.00,5.62109,0.62598,0.28739,0.04692,0.49951,0.33333,0.94917,0.28055,0.49951,0.00,1.00,0.03922,0.66275,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1064,658,0.61425,0.88357,0.20609,1.00,5.33203,0.62598,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1065,657,0.61425,0.88357,0.06784,1.00,5.33203,1.17969,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1066,658,0.61425,0.88357,0.20609,1.00,5.33203,0.62598,0.49853,0.00,0.49951,0.33333,0.99902,0.49853,0.49951,0.00,1.00,0.00,0.50196,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1067,654,0.66479,0.88351,0.20609,1.00,5.62109,0.62598,0.28739,0.04692,0.49951,0.33333,0.94917,0.28055,0.49951,0.00,1.00,0.03922,0.66275,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1068,677,0.66479,0.88351,0.47004,1.00,5.62109,-0.43237,0.28739,0.04692,0.49951,0.33333,0.9609,0.30792,0.49951,0.00,1.00,0.05882,0.76863,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
1069,564,0.70895,0.83899,0.47004,1.00,5.97656,-0.43237,0.14565,0.14663,0.49951,0.33333,0.85239,0.14565,0.49951,0.00,1.00,0.01961,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
