VTX,IDX,POSITION.x,POSITION.y,POSITION.z,POSITION.w,TEXCOORD0.x,TEXCOORD0.y,NORMAL.x,NORMAL.y,NORMAL.z,NORMAL.w,TANGENT.x,TANGENT.y,TANGENT.z,TANGENT.w,COLOR.x,COLOR.y,COLOR.z,COLOR.w,TEXCOORD1.x,TEXCOORD1.y,INSTANCE_TRANSFORM0.x,INSTANCE_TRANSFORM0.y,INSTANCE_TRANSFORM0.z,INSTANCE_TRANSFORM0.w,INSTANCE_TRANSFORM1.x,INSTANCE_TRANSFORM1.y,INSTANCE_TRANSFORM1.z,INSTANCE_TRANSFORM1.w,INSTANCE_TRANSFORM2.x,INSTANCE_TRANSFORM2.y,INSTANCE_TRANSFORM2.z,INSTANCE_TRANSFORM2.w,INSTANCE_LOD_PARAMS.x,INSTANCE_LOD_PARAMS.y,INSTANCE_LOD_PARAMS.z,INSTANCE_LOD_PARAMS.w,INSTANCE_TRANSFORM_PREV0.x,INSTANCE_TRANSFORM_PREV0.y,INSTANCE_TRANSFORM_PREV0.z,INSTANCE_TRANSFORM_PREV0.w,INSTANCE_TRANSFORM_PREV1.x,INSTANCE_TRANSFORM_PREV1.y,INSTANCE_TRANSFORM_PREV1.z,INSTANCE_TRANSFORM_PREV1.w,INSTANCE_TRANSFORM_PREV2.x,INSTANCE_TRANSFORM_PREV2.y,INSTANCE_TRANSFORM_PREV2.z,INSTANCE_TRANSFORM_PREV2.w
57,793,0.35921,0.04044,0.05403,1.00,-1.31445,2.80469,0.50049,0.99413,0.57185,0.33333,0.00,0.50049,0.49658,0.00,1.00,0.00,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
58,792,0.35921,0.04158,0.03059,1.00,-1.31348,2.86719,0.50049,0.99902,0.49951,0.33333,0.00,0.50049,0.49462,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
59,1001,0.38531,0.04155,0.03369,1.00,-1.4209,2.85938,0.49951,1.00,0.49951,0.33333,0.00,0.49853,0.50049,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
60,789,0.33707,0.0416,0.03412,1.00,-1.22266,2.85742,0.48485,0.99902,0.49951,0.33333,0.00,0.47898,0.49365,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
61,790,0.33707,0.04045,0.05403,1.00,-1.22363,2.80469,0.48192,0.99413,0.56794,0.33333,0.00,0.4741,0.48583,0.00,1.00,0.02353,0.84314,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
62,787,0.32587,0.03957,0.0491,1.00,-1.17676,2.81445,0.44379,0.99413,0.55132,0.33333,0.00196,0.44673,0.49365,0.00,1.00,0.01176,0.8549,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
63,787,0.32587,0.03957,0.0491,1.00,-1.17676,2.81445,0.44379,0.99413,0.55132,0.33333,0.00196,0.44673,0.49365,0.00,1.00,0.01176,0.8549,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
64,788,0.32195,0.04047,0.02745,1.00,-1.16113,2.87305,0.45552,0.99804,0.49951,0.33333,0.00196,0.45161,0.49267,0.00,1.00,0.03529,0.85882,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
65,789,0.33707,0.0416,0.03412,1.00,-1.22266,2.85742,0.48485,0.99902,0.49951,0.33333,0.00,0.47898,0.49365,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
66,794,0.35921,0.04044,0.01257,1.00,-1.31348,2.91406,0.50049,0.99511,0.43304,0.33333,0.00,0.49756,0.49169,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
67,792,0.35921,0.04158,0.03059,1.00,-1.31348,2.86719,0.50049,0.99902,0.49951,0.33333,0.00,0.50049,0.49462,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
68,789,0.33707,0.0416,0.03412,1.00,-1.22266,2.85742,0.48485,0.99902,0.49951,0.33333,0.00,0.47898,0.49365,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
69,795,0.33707,0.04045,0.01436,1.00,-1.22266,2.91016,0.48876,0.99609,0.43891,0.33333,0.00,0.48094,0.50049,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
70,789,0.33707,0.0416,0.03412,1.00,-1.22266,2.85742,0.48485,0.99902,0.49951,0.33333,0.00,0.47898,0.49365,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
71,788,0.32195,0.04047,0.02745,1.00,-1.16113,2.87305,0.45552,0.99804,0.49951,0.33333,0.00196,0.45161,0.49267,0.00,1.00,0.03529,0.85882,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
72,789,0.33707,0.0416,0.03412,1.00,-1.22266,2.85742,0.48485,0.99902,0.49951,0.33333,0.00,0.47898,0.49365,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
73,795,0.33707,0.04045,0.01436,1.00,-1.22266,2.91016,0.48876,0.99609,0.43891,0.33333,0.00,0.48094,0.50049,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
74,794,0.35921,0.04044,0.01257,1.00,-1.31348,2.91406,0.50049,0.99511,0.43304,0.33333,0.00,0.49756,0.49169,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
75,1002,0.38531,0.04041,0.01482,1.00,-1.4209,2.91016,0.49756,0.99413,0.42913,0.33333,0.00,0.49365,0.50049,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
76,1001,0.38531,0.04155,0.03369,1.00,-1.4209,2.85938,0.49951,1.00,0.49951,0.33333,0.00,0.49853,0.50049,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
77,792,0.35921,0.04158,0.03059,1.00,-1.31348,2.86719,0.50049,0.99902,0.49951,0.33333,0.00,0.50049,0.49462,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
78,792,0.35921,0.04158,0.03059,1.00,-1.31348,2.86719,0.50049,0.99902,0.49951,0.33333,0.00,0.50049,0.49462,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
79,794,0.35921,0.04044,0.01257,1.00,-1.31348,2.91406,0.50049,0.99511,0.43304,0.33333,0.00,0.49756,0.49169,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
80,1002,0.38531,0.04041,0.01482,1.00,-1.4209,2.91016,0.49756,0.99413,0.42913,0.33333,0.00,0.49365,0.50049,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
81,788,0.32195,0.04047,0.02745,1.00,-1.16113,2.87305,0.45552,0.99804,0.49951,0.33333,0.00196,0.45161,0.49267,0.00,1.00,0.03529,0.85882,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
82,796,0.32587,0.03957,0.01479,1.00,-1.17578,2.9082,0.47214,0.99609,0.44966,0.33333,0.00,0.48289,0.49365,0.00,1.00,0.05882,0.8549,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
83,795,0.33707,0.04045,0.01436,1.00,-1.22266,2.91016,0.48876,0.99609,0.43891,0.33333,0.00,0.48094,0.50049,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
84,944,0.32093,0.03937,0.00766,1.00,-1.1543,2.92578,0.2913,0.80547,0.16325,0.33333,0.06354,0.26588,0.57478,0.00,1.00,0.05882,0.87843,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
85,796,0.32587,0.03957,0.01479,1.00,-1.17578,2.9082,0.47214,0.99609,0.44966,0.33333,0.00,0.48289,0.49365,0.00,1.00,0.05882,0.8549,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
86,788,0.32195,0.04047,0.02745,1.00,-1.16113,2.87305,0.45552,0.99804,0.49951,0.33333,0.00196,0.45161,0.49267,0.00,1.00,0.03529,0.85882,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
87,788,0.32195,0.04047,0.02745,1.00,-1.16113,2.87305,0.45552,0.99804,0.49951,0.33333,0.00196,0.45161,0.49267,0.00,1.00,0.03529,0.85882,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
88,945,0.31588,0.03938,0.02368,1.00,-1.13672,2.88477,0.15543,0.86315,0.49951,0.33333,0.19257,0.11241,0.57967,0.00,1.00,0.05882,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
89,944,0.32093,0.03937,0.00766,1.00,-1.1543,2.92578,0.2913,0.80547,0.16325,0.33333,0.06354,0.26588,0.57478,0.00,1.00,0.05882,0.87843,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
90,943,0.32091,0.03478,0.01259,1.00,-1.13184,2.92188,0.25024,0.32649,0.10166,0.33333,0.58065,0.02346,0.62854,0.00,1.00,0.05882,0.87843,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
91,944,0.32093,0.03937,0.00766,1.00,-1.1543,2.92578,0.2913,0.80547,0.16325,0.33333,0.06354,0.26588,0.57478,0.00,1.00,0.05882,0.87843,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
92,945,0.31588,0.03938,0.02368,1.00,-1.13672,2.88477,0.15543,0.86315,0.49951,0.33333,0.19257,0.11241,0.57967,0.00,1.00,0.05882,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
93,945,0.31588,0.03938,0.02368,1.00,-1.13672,2.88477,0.15543,0.86315,0.49951,0.33333,0.19257,0.11241,0.57967,0.00,1.00,0.05882,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
94,946,0.31588,0.03478,0.02751,1.00,-1.11914,2.875,0.00098,0.4653,0.49951,0.33333,0.50733,0.00,0.51906,0.00,1.00,0.05882,0.88235,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
95,943,0.32091,0.03478,0.01259,1.00,-1.13184,2.92188,0.25024,0.32649,0.10166,0.33333,0.58065,0.02346,0.62854,0.00,1.00,0.05882,0.87843,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
96,939,0.33605,0.03935,0.00591,1.00,-1.21777,2.93164,0.45748,0.84262,0.13783,0.33333,0.00,0.48485,0.52297,0.00,1.00,0.05882,0.85098,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
97,795,0.33707,0.04045,0.01436,1.00,-1.22266,2.91016,0.48876,0.99609,0.43891,0.33333,0.00,0.48094,0.50049,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
98,796,0.32587,0.03957,0.01479,1.00,-1.17578,2.9082,0.47214,0.99609,0.44966,0.33333,0.00,0.48289,0.49365,0.00,1.00,0.05882,0.8549,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
99,796,0.32587,0.03957,0.01479,1.00,-1.17578,2.9082,0.47214,0.99609,0.44966,0.33333,0.00,0.48289,0.49365,0.00,1.00,0.05882,0.8549,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
100,941,0.32093,0.03937,0.00766,1.00,-1.15625,2.92773,0.2913,0.80547,0.16325,0.33333,0.00293,0.48387,0.55621,0.00,1.00,0.05882,0.87843,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
101,939,0.33605,0.03935,0.00591,1.00,-1.21777,2.93164,0.45748,0.84262,0.13783,0.33333,0.00,0.48485,0.52297,0.00,1.00,0.05882,0.85098,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
102,941,0.32093,0.03937,0.00766,1.00,-1.15625,2.92773,0.2913,0.80547,0.16325,0.33333,0.00293,0.48387,0.55621,0.00,1.00,0.05882,0.87843,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
103,942,0.32091,0.03478,0.01259,1.00,-1.15332,2.94922,0.25024,0.32649,0.10166,0.33333,0.0176,0.49658,0.63245,0.00,1.00,0.05882,0.87843,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
104,940,0.33605,0.03476,0.00627,1.00,-1.21777,2.94922,0.44086,0.5523,0.00587,0.33333,0.00782,0.47703,0.58749,0.00,1.00,0.05882,0.87059,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
105,940,0.33605,0.03476,0.00627,1.00,-1.21777,2.94922,0.44086,0.5523,0.00587,0.33333,0.00782,0.47703,0.58749,0.00,1.00,0.05882,0.87059,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
106,939,0.33605,0.03935,0.00591,1.00,-1.21777,2.93164,0.45748,0.84262,0.13783,0.33333,0.00,0.48485,0.52297,0.00,1.00,0.05882,0.85098,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
107,941,0.32093,0.03937,0.00766,1.00,-1.15625,2.92773,0.2913,0.80547,0.16325,0.33333,0.00293,0.48387,0.55621,0.00,1.00,0.05882,0.87843,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
108,939,0.33605,0.03935,0.00591,1.00,-1.21777,2.93164,0.45748,0.84262,0.13783,0.33333,0.00,0.48485,0.52297,0.00,1.00,0.05882,0.85098,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
109,940,0.33605,0.03476,0.00627,1.00,-1.21777,2.94922,0.44086,0.5523,0.00587,0.33333,0.00782,0.47703,0.58749,0.00,1.00,0.05882,0.87059,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
110,937,0.35819,0.03474,0.00,1.00,-1.30859,2.95313,0.50635,0.71456,0.0479,0.33333,0.00,0.50147,0.52493,0.00,1.00,0.05882,0.86275,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
111,795,0.33707,0.04045,0.01436,1.00,-1.22266,2.91016,0.48876,0.99609,0.43891,0.33333,0.00,0.48094,0.50049,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
112,939,0.33605,0.03935,0.00591,1.00,-1.21777,2.93164,0.45748,0.84262,0.13783,0.33333,0.00,0.48485,0.52297,0.00,1.00,0.05882,0.85098,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
113,938,0.35819,0.03934,0.00653,1.00,-1.30957,2.92969,0.5044,0.87977,0.17498,0.33333,0.00,0.50147,0.49169,0.00,1.00,0.06275,0.84706,1.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792,8.96831E-44,0.00,0.00,0.00,-1.00,0.00001,0.00,36.83344,-0.00001,-1.00,0.00,16.93645,0.00,0.00,1.00,170.86792
